pair,trips,toolong,average
31605to31406,1,0,2302
31605to31500,31,1,1207
31605to31501,30,0,1432
31605to31502,1,0,1587
31605to31503,25,2,1178
31605to31504,10,0,1464
31605to31505,14,0,1100
31605to31506,22,0,1269
31605to31508,37,1,847
31605to31509,7,0,1287
31605to31510,7,0,2049
31605to31511,1,0,1958
31605to31512,3,0,807
31605to31513,2,0,1500
31605to31514,1,0,1446
31605to31600,60,1,970
31605to31601,80,3,764
31605to31602,3,0,1648
31605to31603,94,0,766
31605to31604,97,0,864
31605to31606,729,9,454
31605to31607,292,5,530
31605to31608,166,5,351
31605to31609,32,2,869
31605to31610,468,40,204
31605to31611,193,4,714
31605to31612,483,15,411
31605to31613,781,61,231
31605to31614,382,1,622
31605to31615,197,15,596
31605to31616,414,12,472
31605to31617,57,0,784
31605to31618,269,34,257
31605to31619,508,14,447
31605to31620,60,0,752
31605to31621,91,1,679
31605to31622,304,4,600
31605to31623,630,14,482
31605to31624,195,0,581
31605to31625,435,33,138
31605to31626,148,2,528
31605to31627,69,1,761
31605to31628,582,28,288
31605to31629,121,9,318
31605to31630,63,0,575
31605to31631,92,2,558
31605to31632,37,0,738
31605to31633,12,0,803
31605to31706,4,0,1715
31605to31708,2,0,1557
31605to31801,1,0,1306
31605to31802,14,0,874
31605to31803,2,0,1249
31605to31804,5,0,1018
31605to31805,3,0,1245
31605to31806,1,0,2425
31605to31807,7,0,837
31606to31007,1,0,2031
31606to31028,1,0,3019
31606to31060,1,0,7118
31606to31100,11,0,1395
31606to31101,3,0,1707
31606to31102,1,0,1244
31606to31103,1,0,1851
31606to31104,2,0,2545
31606to31105,2,0,1776
31606to31108,46,1,893
31606to31109,7,0,1596
31606to31110,1,0,2231
31606to31111,5,0,1498
31606to31113,1,0,2937
31606to31114,2,0,1659
31606to31115,1,0,1490
31606to31116,4,0,2045
31606to31118,2,0,1416
31606to31200,13,0,1644
31606to31201,5,0,1565
31606to31202,8,0,1826
31606to31203,5,0,1572
31606to31204,13,0,1515
31606to31205,18,0,1636
31606to31206,30,0,1482
31606to31208,174,8,523
31606to31209,76,2,721
31606to31212,11,0,1857
31606to31213,5,0,1497
31606to31214,1,0,2069
31606to31215,1,0,1899
31606to31216,8,0,1557
31606to31217,13,1,1154
31606to31218,14,1,1009
31606to31219,8,0,1342
31606to31220,2,0,1606
31606to31221,12,0,1719
31606to31222,57,0,1492
31606to31223,6,0,1121
31606to31224,11,0,1489
31606to31225,5,0,2669
31606to31227,7,0,1647
31606to31228,20,0,1381
31606to31229,3,0,1708
31606to31230,10,0,1448
31606to31231,17,0,1388
31606to31232,52,0,1155
31606to31233,21,0,1422
31606to31234,1,0,9296
31606to31235,9,0,1714
31606to31237,2,0,1893
31606to31238,7,0,1481
31606to31239,65,0,1578
31606to31240,5,0,1415
31606to31241,26,0,1884
31606to31242,22,0,1372
31606to31243,171,0,870
31606to31244,59,0,889
31606to31245,1,0,2177
31606to31246,2,0,1979
31606to31247,11,0,1437
31606to31248,40,0,1188
31606to31249,1,0,1108
31606to31250,6,0,1675
31606to31251,6,0,1573
31606to31252,3,0,1671
31606to31253,11,0,1445
31606to31254,51,0,1666
31606to31255,1,0,1595
31606to31256,23,0,1186
31606to31257,3,0,1835
31606to31258,6,0,1851
31606to31259,6,0,1488
31606to31261,1,0,1359
31606to31262,3,0,1574
31606to31263,2,0,1176
31606to31264,51,0,1173
31606to31265,5,0,1366
31606to31266,2,0,1268
31606to31268,1,0,1543
31606to31269,45,3,522
31606to31270,22,0,924
31606to31271,3,0,1268
31606to31272,37,0,705
31606to31305,1,0,3089
31606to31306,1,0,2754
31606to31500,1,0,1208
31606to31501,1,0,3918
31606to31502,1,0,1681
31606to31503,19,0,1360
31606to31504,4,0,1792
31606to31505,6,0,1219
31606to31506,18,0,1295
31606to31508,29,0,1111
31606to31509,2,0,1865
31606to31600,7,0,1281
31606to31601,260,2,498
31606to31602,7,0,2071
31606to31603,26,0,1107
31606to31604,12,0,1072
31606to31605,572,8,503
31606to31607,207,34,192
31606to31608,439,38,267
31606to31609,10,0,1256
31606to31610,383,9,437
31606to31611,171,0,671
31606to31612,96,1,729
31606to31613,1157,52,312
31606to31614,55,0,700
31606to31615,129,0,806
31606to31616,59,0,842
31606to31617,65,1,663
31606to31618,147,1,587
31606to31619,317,12,424
31606to31620,42,0,1135
31606to31621,40,0,1140
31606to31622,217,2,612
31606to31623,356,1,816
31606to31624,105,0,937
31606to31625,397,83,416
31606to31626,325,6,306
31606to31627,36,0,1077
31606to31628,233,2,506
31606to31629,55,0,559
31606to31630,151,4,417
31606to31631,24,0,805
31606to31632,76,2,584
31606to31633,1,0,850
31606to31701,128,0,1005
31606to31702,3,0,684
31606to31706,4,0,1092
31606to31708,66,0,1041
31606to31801,4,0,977
31606to31802,11,1,861
31606to31803,32,0,771
31606to31804,71,0,1006
31606to31805,29,2,527
31606to31807,1,0,755
31607to31017,2,0,2307
31607to31020,2,0,3627
31607to31100,4,0,1556
31607to31101,5,0,2086
31607to31102,1,0,1670
31607to31105,1,0,2888
31607to31108,70,0,920
31607to31109,4,0,1495
31607to31110,3,0,1894
31607to31111,4,0,1607
31607to31114,1,0,1471
31607to31200,21,0,1436
31607to31201,14,0,1561
31607to31202,7,0,1638
31607to31203,1,0,1213
31607to31204,9,0,1290
31607to31205,66,0,1750
31607to31206,3,0,1835
31607to31207,1,0,2876
31607to31208,96,0,672
31607to31209,54,0,828
31607to31212,2,0,1695
31607to31213,19,0,1739
31607to31214,4,0,1738
31607to31215,6,0,2371
31607to31216,3,0,1399
31607to31217,15,0,1042
31607to31218,13,2,914
31607to31219,25,0,1287
31607to31220,2,0,1325
31607to31221,21,0,1622
31607to31222,18,0,1574
31607to31223,4,0,1186
31607to31224,9,0,1525
31607to31225,2,0,2920
31607to31227,5,0,1169
31607to31228,106,0,1292
31607to31229,3,0,2257
31607to31230,15,0,1334
31607to31231,25,0,1449
31607to31232,10,0,1192
31607to31233,8,0,1583
31607to31234,4,0,1873
31607to31237,2,0,1746
31607to31238,10,0,1394
31607to31239,9,0,1787
31607to31240,8,1,1564
31607to31241,4,0,1661
31607to31242,31,0,1443
31607to31243,93,1,779
31607to31244,5,0,901
31607to31245,3,0,1425
31607to31246,4,0,2039
31607to31247,10,0,1721
31607to31248,32,0,1392
31607to31249,1,0,1627
31607to31250,1,0,2764
31607to31251,1,0,1294
31607to31252,11,0,1740
31607to31253,5,0,1648
31607to31254,3,0,1874
31607to31255,2,0,2039
31607to31256,16,0,1204
31607to31257,9,0,1613
31607to31259,3,0,1315
31607to31260,3,0,1822
31607to31261,3,0,1343
31607to31262,10,0,1248
31607to31263,3,0,1463
31607to31264,47,4,967
31607to31265,7,0,915
31607to31267,1,0,1791
31607to31268,1,0,1249
31607to31269,23,0,665
31607to31270,8,0,1065
31607to31271,13,0,842
31607to31272,7,0,881
31607to31500,1,0,1529
31607to31502,1,0,1439
31607to31503,3,0,1323
31607to31505,1,0,1543
31607to31506,6,0,1324
31607to31508,20,1,823
31607to31509,1,0,1091
31607to31512,10,0,585
31607to31514,1,0,1748
31607to31600,20,0,1036
31607to31601,246,2,442
31607to31602,1,0,2127
31607to31603,51,0,970
31607to31604,78,0,983
31607to31605,304,7,505
31607to31606,203,38,161
31607to31608,202,7,395
31607to31609,25,3,944
31607to31610,438,22,442
31607to31611,205,7,506
31607to31612,131,3,608
31607to31613,757,48,275
31607to31614,46,0,640
31607to31615,63,1,684
31607to31616,66,0,738
31607to31617,73,1,588
31607to31618,257,2,524
31607to31619,841,55,284
31607to31620,160,1,1077
31607to31621,15,0,965
31607to31622,306,9,424
31607to31623,286,4,680
31607to31624,142,1,823
31607to31625,168,11,500
31607to31626,590,34,175
31607to31627,55,0,1034
31607to31628,61,0,723
31607to31629,124,6,444
31607to31630,132,3,306
31607to31631,28,2,626
31607to31632,63,1,461
31607to31700,7,0,1215
31607to31701,1,0,1180
31607to31706,1,0,1107
31607to31708,23,0,1262
31607to31801,1,0,1550
31607to31802,9,0,1004
31607to31803,43,0,1132
31607to31804,39,0,1256
31607to31805,2,0,539
31608to31018,1,0,1750
31608to31041,1,0,4675
31608to31100,20,0,1327
31608to31101,2,0,2135
31608to31104,1,0,1970
31608to31108,221,14,621
31608to31109,1,0,1543
31608to31110,2,0,1913
31608to31111,3,0,1420
31608to31115,1,0,1746
31608to31117,2,0,2282
31608to31200,3,0,1686
31608to31201,4,0,2067
31608to31202,1,0,1785
31608to31203,6,0,1639
31608to31204,2,0,1232
31608to31205,11,0,1648
31608to31206,8,0,1214
31608to31207,1,0,2123
31608to31208,343,24,322
31608to31209,101,14,468
31608to31212,1,0,1610
31608to31213,11,0,1613
31608to31214,1,0,2134
31608to31215,2,0,1707
31608to31216,3,0,1257
31608to31217,10,0,1027
31608to31218,61,1,953
31608to31219,59,0,976
31608to31220,2,0,1493
31608to31221,8,0,1699
31608to31222,17,0,1340
31608to31223,5,0,1215
31608to31224,3,0,1570
31608to31225,2,0,1904
31608to31227,3,0,1353
31608to31228,10,0,1067
31608to31229,1,0,1548
31608to31230,13,0,1344
31608to31231,4,0,1295
31608to31232,12,0,1091
31608to31233,16,0,1511
31608to31235,53,1,1218
31608to31237,3,0,1667
31608to31238,2,0,1133
31608to31239,5,0,1843
31608to31241,1,0,1200
31608to31242,63,1,1224
31608to31243,31,0,978
31608to31244,40,0,873
31608to31245,1,0,1675
31608to31247,6,0,1284
31608to31248,21,0,1230
31608to31249,7,0,1310
31608to31251,12,0,1583
31608to31253,15,0,1422
31608to31254,2,0,1361
31608to31255,2,0,2661
31608to31256,5,0,1066
31608to31257,13,0,1425
31608to31258,3,0,1825
31608to31259,1,0,3575
31608to31260,3,0,1276
31608to31261,2,0,1278
31608to31262,3,0,1116
31608to31263,2,0,1328
31608to31264,55,0,842
31608to31265,13,0,1051
31608to31266,7,0,1445
31608to31269,12,0,513
31608to31270,1,0,923
31608to31271,19,0,972
31608to31272,6,0,646
31608to31404,1,0,2414
31608to31500,1,0,1527
31608to31503,2,0,1116
31608to31504,1,0,2098
31608to31505,37,0,1238
31608to31506,2,0,1558
31608to31508,15,0,872
31608to31509,3,0,1498
31608to31512,4,0,662
31608to31600,7,0,1296
31608to31601,11,0,1050
31608to31603,32,0,933
31608to31604,10,0,1233
31608to31605,112,5,378
31608to31606,273,24,299
31608to31607,172,2,436
31608to31609,29,0,870
31608to31610,56,8,369
31608to31611,29,0,963
31608to31612,77,1,580
31608to31613,475,42,182
31608to31614,26,2,716
31608to31615,40,0,794
31608to31616,81,0,712
31608to31617,36,0,902
31608to31618,69,5,554
31608to31619,129,3,533
31608to31620,32,0,961
31608to31621,8,0,1054
31608to31622,51,1,721
31608to31623,366,1,618
31608to31624,71,0,802
31608to31625,190,19,204
31608to31626,50,2,565
31608to31627,14,0,987
31608to31628,728,13,317
31608to31629,55,6,435
31608to31630,26,0,624
31608to31631,17,0,654
31608to31632,4,0,753
31608to31633,2,0,1100
31608to31702,1,0,1974
31608to31708,1,0,946
31608to31801,13,0,665
31608to31802,40,0,475
31608to31804,5,0,1077
31608to31807,1,0,444
31609to31001,2,0,1495
31609to31002,28,0,1261
31609to31003,3,0,1638
31609to31004,3,0,1495
31609to31005,3,0,1472
31609to31006,1,0,1639
31609to31007,2,0,1218
31609to31008,3,0,1568
31609to31009,1,0,1431
31609to31010,3,0,2266
31609to31011,1,0,1334
31609to31012,1,0,1274
31609to31013,2,0,2605
31609to31014,4,0,1398
31609to31015,4,0,1548
31609to31016,1,0,1641
31609to31028,1,0,1941
31609to31031,2,0,2417
31609to31042,2,0,3368
31609to31045,1,0,4282
31609to31046,1,0,2879
31609to31048,1,0,2831
31609to31052,1,0,1463
31609to31060,1,0,2814
31609to31100,16,0,988
31609to31101,15,0,1390
31609to31103,4,0,1905
31609to31104,6,0,1733
31609to31105,2,0,1570
31609to31106,1,0,2532
31609to31107,5,0,2118
31609to31108,379,61,227
31609to31109,3,0,1527
31609to31110,2,0,1543
31609to31111,5,0,1410
31609to31112,1,0,3850
31609to31114,4,0,1739
31609to31115,3,0,1384
31609to31116,2,1,1598
31609to31200,19,0,1534
31609to31201,24,0,1379
31609to31202,4,0,1454
31609to31203,9,0,1305
31609to31204,10,0,905
31609to31205,11,0,1169
31609to31206,8,0,1008
31609to31208,164,15,548
31609to31209,101,1,779
31609to31211,6,0,1235
31609to31212,7,0,1510
31609to31213,13,0,1005
31609to31214,13,0,1636
31609to31215,62,1,1366
31609to31216,6,0,794
31609to31217,69,3,361
31609to31218,368,10,324
31609to31219,29,0,770
31609to31220,8,1,1109
31609to31221,5,0,1715
31609to31222,14,0,1083
31609to31223,17,0,998
31609to31224,3,0,1254
31609to31225,23,0,1432
31609to31226,1,0,2239
31609to31227,8,0,947
31609to31228,23,2,799
31609to31229,8,0,1569
31609to31230,19,1,971
31609to31231,23,0,800
31609to31232,76,0,751
31609to31233,17,0,962
31609to31234,6,0,1602
31609to31235,43,2,711
31609to31236,66,0,1498
31609to31237,94,0,1348
31609to31238,67,0,792
31609to31239,23,0,1115
31609to31240,33,2,1097
31609to31241,10,0,1398
31609to31242,23,0,1084
31609to31243,26,6,563
31609to31244,27,3,467
31609to31245,2,0,1163
31609to31246,26,0,1454
31609to31247,25,2,612
31609to31248,31,2,721
31609to31249,114,24,520
31609to31250,8,0,1175
31609to31251,22,0,956
31609to31252,25,0,1326
31609to31253,1,0,1255
31609to31254,1,0,916
31609to31255,2,0,1393
31609to31256,15,0,700
31609to31257,20,0,1297
31609to31258,42,1,976
31609to31259,7,0,1094
31609to31260,37,0,984
31609to31261,23,0,971
31609to31262,8,0,1067
31609to31263,6,0,1796
31609to31264,13,1,776
31609to31265,13,0,826
31609to31266,3,0,1004
31609to31267,2,0,1523
31609to31268,2,0,2148
31609to31269,3,0,1113
31609to31270,10,1,779
31609to31271,9,0,546
31609to31272,5,0,745
31609to31307,2,0,2412
31609to31312,3,0,1541
31609to31400,2,0,1837
31609to31406,1,0,2707
31609to31500,1,0,1507
31609to31501,1,0,1947
31609to31503,5,0,1160
31609to31505,1,0,1175
31609to31506,2,0,1741
31609to31508,15,0,1293
31609to31512,2,0,1830
31609to31600,22,0,1084
31609to31601,4,0,1526
31609to31603,8,0,1183
31609to31604,10,0,987
31609to31605,39,2,939
31609to31606,13,0,1174
31609to31607,13,0,1077
31609to31608,34,1,914
31609to31610,23,3,1056
31609to31611,7,0,1273
31609to31612,18,0,1163
31609to31613,43,2,1018
31609to31614,7,0,1278
31609to31615,7,1,1154
31609to31616,10,0,1265
31609to31618,9,0,1207
31609to31619,20,0,1112
31609to31620,12,1,853
31609to31621,3,0,983
31609to31622,5,0,1189
31609to31623,21,2,1114
31609to31624,22,0,842
31609to31625,29,0,794
31609to31626,92,0,974
31609to31627,8,0,1396
31609to31628,139,5,533
31609to31629,6,0,1441
31609to31630,1,0,893
31609to31631,3,0,1372
31609to31633,6,0,376
31609to31701,1,0,2555
31609to31708,2,0,2683
31609to31801,10,0,932
31609to31802,9,0,1468
31609to31804,1,0,2044
31609to31805,6,0,1575
31609to31807,1,0,2591
31609to32901,1,0,429
31610to31002,1,0,1613
31610to31011,1,0,3561
31610to31014,1,0,1920
31610to31015,2,0,2209
31610to31041,1,0,3360
31610to31050,1,0,3879
31610to31100,6,0,1212
31610to31101,19,0,1688
31610to31102,34,0,1620
31610to31103,5,0,2077
31610to31104,3,0,1998
31610to31105,2,0,1680
31610to31106,2,0,2361
31610to31108,303,4,763
31610to31109,12,0,1507
31610to31110,9,0,1816
31610to31111,8,0,1454
31610to31113,1,0,2181
31610to31114,1,0,2125
31610to31115,6,0,1822
31610to31116,6,0,1854
31610to31117,1,0,2341
31610to31118,2,0,1479
31610to31200,22,0,1639
31610to31201,39,0,1652
31610to31202,23,0,1505
31610to31203,25,0,1412
31610to31204,15,0,1391
31610to31205,11,0,1626
31610to31206,5,0,1473
31610to31207,5,0,1701
31610to31208,185,15,532
31610to31209,76,5,587
31610to31210,8,0,1040
31610to31211,6,0,1684
31610to31212,9,0,1602
31610to31213,16,0,1374
31610to31214,17,0,1684
31610to31215,5,0,2056
31610to31216,8,0,1430
31610to31217,71,2,866
31610to31218,96,2,733
31610to31219,102,3,985
31610to31220,10,0,1218
31610to31221,5,0,1432
31610to31222,43,0,1192
31610to31223,17,0,1263
31610to31224,16,0,1432
31610to31225,8,0,2067
31610to31226,1,0,4281
31610to31227,49,0,1131
31610to31228,35,0,1058
31610to31229,4,0,2628
31610to31230,39,0,1107
31610to31231,29,0,1074
31610to31232,110,0,1024
31610to31233,57,0,1334
31610to31234,5,0,1604
31610to31235,49,0,1359
31610to31236,1,0,2403
31610to31237,8,0,1966
31610to31238,23,1,1125
31610to31239,12,0,1398
31610to31240,11,0,1738
31610to31241,41,0,1357
31610to31242,17,0,1373
31610to31243,126,7,638
31610to31244,128,4,600
31610to31245,24,0,1545
31610to31246,10,0,1562
31610to31247,51,2,1208
31610to31248,81,1,1090
31610to31249,65,2,1315
31610to31250,5,0,1481
31610to31251,17,0,1184
31610to31252,3,0,1360
31610to31253,11,0,1466
31610to31254,19,0,1436
31610to31255,6,0,1863
31610to31256,56,0,1074
31610to31257,11,0,1835
31610to31258,25,3,1527
31610to31259,5,0,1330
31610to31260,2,0,1314
31610to31261,31,0,1136
31610to31262,15,0,1018
31610to31263,19,0,1133
31610to31264,78,0,850
31610to31265,30,0,985
31610to31266,10,0,1314
31610to31267,1,0,1236
31610to31268,11,0,1681
31610to31269,34,1,190
31610to31270,29,0,832
31610to31271,17,0,756
31610to31272,21,0,671
31610to31312,2,0,2072
31610to31401,2,0,2295
31610to31404,2,0,1972
31610to31500,30,1,1179
31610to31501,12,0,1446
31610to31502,6,0,1779
31610to31503,34,1,1141
31610to31504,69,0,1241
31610to31505,26,1,1024
31610to31506,37,0,1185
31610to31507,1,0,1776
31610to31508,68,2,701
31610to31509,11,0,1290
31610to31511,10,0,1322
31610to31512,16,0,754
31610to31514,2,0,1454
31610to31600,80,0,978
31610to31601,130,4,475
31610to31602,7,2,2354
31610to31603,280,0,757
31610to31604,117,0,848
31610to31605,454,46,169
31610to31606,304,8,422
31610to31607,559,16,369
31610to31608,55,10,327
31610to31609,54,1,941
31610to31611,275,8,589
31610to31612,565,28,331
31610to31613,231,60,141
31610to31614,326,7,476
31610to31615,323,8,458
31610to31616,301,2,547
31610to31617,79,6,594
31610to31618,358,24,221
31610to31619,1031,44,283
31610to31620,146,0,862
31610to31621,68,1,749
31610to31622,579,10,424
31610to31623,817,15,504
31610to31624,102,1,683
31610to31625,306,15,297
31610to31626,506,13,322
31610to31627,94,3,810
31610to31628,196,3,466
31610to31629,62,18,166
31610to31630,148,4,375
31610to31631,123,5,393
31610to31632,97,1,543
31610to31633,10,0,831
31610to31705,1,0,2777
31610to31708,15,0,937
31610to31801,2,0,931
31610to31802,2,0,918
31610to31805,2,0,1026
31611to31014,1,0,1449
31611to31100,3,0,1842
31611to31101,40,0,1239
31611to31102,9,0,1400
31611to31103,7,0,1504
31611to31104,1,0,2759
31611to31105,11,0,1649
31611to31106,2,0,1929
31611to31107,7,0,2032
31611to31108,73,0,1208
31611to31109,32,0,1184
31611to31110,6,0,1877
31611to31111,35,0,1283
31611to31113,1,0,1450
31611to31114,8,0,1857
31611to31115,9,0,1373
31611to31116,5,0,1331
31611to31117,2,0,1562
31611to31118,2,0,1061
31611to31200,18,0,1538
31611to31201,43,1,1377
31611to31202,25,0,1200
31611to31203,36,0,1224
31611to31204,3,0,1677
31611to31205,13,0,1533
31611to31206,3,0,1455
31611to31207,9,0,1327
31611to31208,103,0,980
31611to31209,28,0,1154
31611to31212,4,0,1476
31611to31213,17,1,1342
31611to31214,37,1,1386
31611to31215,6,1,2886
31611to31216,17,0,1174
31611to31217,14,0,1430
31611to31218,112,0,953
31611to31219,19,0,1171
31611to31220,1,0,1403
31611to31221,6,0,1491
31611to31222,15,0,1318
31611to31223,67,2,1031
31611to31224,1,0,1450
31611to31225,3,0,2189
31611to31226,1,0,2148
31611to31227,132,0,1089
31611to31228,128,0,963
31611to31229,16,0,1666
31611to31230,30,0,1145
31611to31231,12,0,1218
31611to31232,51,1,1030
31611to31233,26,0,1343
31611to31234,3,0,1413
31611to31235,2,0,1694
31611to31237,3,0,1341
31611to31238,34,0,1146
31611to31239,31,0,1307
31611to31241,48,0,1257
31611to31242,6,1,1296
31611to31243,39,0,1011
31611to31244,40,1,1035
31611to31245,19,0,1322
31611to31246,2,0,1689
31611to31247,5,0,1318
31611to31248,27,0,1350
31611to31249,5,0,1797
31611to31250,66,0,1151
31611to31251,11,0,1170
31611to31252,4,0,1362
31611to31253,8,0,1488
31611to31254,22,0,1221
31611to31255,1,0,1612
31611to31256,102,0,1008
31611to31257,84,0,1285
31611to31258,3,0,1822
31611to31259,1,0,1700
31611to31260,2,0,1370
31611to31261,4,0,1579
31611to31262,1,0,1960
31611to31263,15,0,1034
31611to31264,61,2,870
31611to31265,29,0,804
31611to31266,37,0,1013
31611to31267,9,0,1098
31611to31268,19,0,1224
31611to31269,53,2,648
31611to31270,2,0,1153
31611to31271,14,0,907
31611to31272,2,0,1124
31611to31302,1,0,2770
31611to31307,2,0,3541
31611to31312,4,0,2734
31611to31400,5,0,1607
31611to31401,3,0,1906
31611to31404,2,0,1893
31611to31500,24,1,907
31611to31501,2,0,1269
31611to31503,70,0,827
31611to31504,7,0,1517
31611to31505,43,0,736
31611to31506,51,1,1029
31611to31507,69,0,1479
31611to31508,152,8,275
31611to31509,15,1,1022
31611to31511,1,0,1402
31611to31512,18,0,214
31611to31513,2,0,1159
31611to31514,3,0,1176
31611to31600,120,0,806
31611to31601,52,1,715
31611to31602,8,0,2129
31611to31603,232,3,547
31611to31604,82,3,753
31611to31605,149,1,777
31611to31606,158,2,716
31611to31607,198,9,559
31611to31608,20,1,951
31611to31609,10,0,1466
31611to31610,217,0,634
31611to31612,231,39,380
31611to31613,326,6,708
31611to31614,61,17,143
31611to31615,445,47,290
31611to31616,340,12,406
31611to31617,117,21,177
31611to31618,143,1,648
31611to31619,266,14,403
31611to31620,105,0,849
31611to31621,86,0,724
31611to31622,240,19,244
31611to31623,1647,10,451
31611to31624,57,1,761
31611to31625,78,1,857
31611to31626,107,1,553
31611to31627,365,7,497
31611to31628,92,0,912
31611to31629,52,2,563
31611to31630,65,0,540
31611to31631,53,3,330
31611to31632,15,3,256
31611to31633,4,0,1176
31611to31707,3,0,1344
31611to31708,23,0,719
31611to31802,2,0,1073
31612to31002,1,0,2823
31612to31015,1,0,2976
31612to31100,36,0,1239
31612to31101,11,0,1333
31612to31102,10,0,1637
